−	1	AR	2049	1	2106	3	1980	10	1855	0	0	0	0	0	0	0	−11	+1	+42	+7	+158	192	90	75	27	96	51	45	376	232	0	0
−	2	EN	2031	1	2213	2	1999	12	1810	0	−1	0	−1	+1	+24	+1	+14	+7	+185	+3	+119	251	102	145	4	169	44	38	882	307	+1	+24
−	3	AT	2017	3	2018	8	1872	13	1785	+1	+11	+1	+16	+3	+35	+3	+85	+4	+119	+8	+172	150	71	74	5	73	49	28	355	274	+3	+35
−	4	UY	1985	1	2104	4	1945	10	1827	−1	−23	−1	−23	−2	−23	−2	−49	−3	−27	−2	−11	173	71	75	27	80	58	35	303	229	−2	−23
−	5	IT	1960	3	1990	14	1728	23	1607	+1	−17	+1	−17	0	−27	0	−5	+8	+178	+14	+276	104	51	39	14	45	30	29	218	176	0	−27
−	6	SQ	1939	1	2104	4	1963	11	1781	−1	−65	−1	−45	−2	−65	−2	−67	−2	−53	−3	+9	168	78	90	0	105	30	33	462	207	−2	−65
−	7	BR	1934	5	1934	8	1888	14	1805	+1	+23	+1	+23	+1	+23	+2	+49	−1	+11	−1	+35	46	16	15	15	22	16	8	83	67	+1	+23
−	8	ES	1924	1	2036	4	1976	9	1901	−1	0	−1	0	−1	+1	−2	−8	−5	−79	−7	−110	41	16	17	8	28	7	6	88	44	−1	+1
−	9	CR	1842	9	1861	11	1830	13	1810	0	0	0	0	+2	0	+1	0	+2	+16	+3	+16	7	0	2	5	6	1	0	44	5	+2	0
−	10	CS	1834	3	1956	7	1882	11	1808	+1	+26	0	+11	−1	−57	−2	−81	−5	−98	−3	−63	85	37	42	6	44	22	19	221	138	−1	−57
−	11	HU	1824	1	2004	6	1898	14	1787	−1	−8	0	+7	−1	−25	+1	+9	+1	+12	−7	−92	164	80	79	5	79	50	35	402	319	−1	−25
−	12	DE	1770	11	1821	16	1696	25	1637	0	−31	0	−19	0	−16	+1	−44	+6	+45	+8	+93	92	43	44	5	32	41	19	197	210	0	−16
−	13	US	1761	13	1784	17	1706	25	1671	0	0	+2	0	+1	0	+1	0	+7	+62	+4	+56	16	2	8	6	7	7	2	38	42	+1	0
−	14	WA	1755	3	1788	10	1559	25	1403	+11	+97	+10	+97	+9	+97	+7	+70	+2	−8	+2	+49	153	75	77	1	36	86	31	217	388	+9	+97
−	15	PY	1748	10	1864	17	1739	25	1647	−1	0	+1	0	+1	0	+1	+11	+10	+101	0	−3	55	15	21	19	16	30	9	67	107	+1	0
−	16	DK	1747	1	2074	6	1939	16	1728	−1	0	−2	−16	−2	−14	−5	−92	−8	−130	−6	−119	85	40	40	5	47	28	10	236	126	−2	−14
−	17	ZA	1737	7	1847	12	1798	17	1737	−1	0	0	0	0	0	−1	0	−2	−32	−3	−45	16	9	7	0	3	13	0	26	49	0	0
−	18	NO	1708	17	1727	27	1498	39	1364	−1	0	+3	+19	+3	+26	+4	+28	+21	+163	+8	+101	98	52	40	6	31	49	18	174	267	+3	+26
−	19	EG	1699	16	1761	20	1689	25	1664	0	0	0	0	0	+1	0	+1	+3	+7	+3	+24	14	1	4	9	6	6	2	34	38	0	+1
−	20	PT	1693	17	1749	21	1692	25	1674	0	0	0	0	0	+4	0	+1	+4	+15	−2	−1	26	14	9	3	9	13	4	38	51	0	+4
